Average,,7.113mV,0.883uA(F),0.921uA,1.002uA(F),2.652V,2.780V,2.652V,116.7V,116.8V,-0.07,-4.69Over(F),-0.00mA,5.654mR,Over,0.784V,Over,0.863V,Over,5.718nA,8.206nA(F),9.955nA,0.188nA,2.644V,-3.91nA,4.911nA,
STDEV,,7.7641,7.5549,0.2643,4.3391,0.0808,0.0843,0.0808,3.4019,3.4080,0.1363,4.6481,0.0002,0.3120,0.0000,0.0422,0.0000,0.0464,0.0000,2.4127,9.0020,0.6647,0.1676,0.1794,0.3247,0.3891,
Min Data,,003.5mV,-402.1uA,-000.2uA,------,------,------,------,113.7V,112.3V,-000.5,-290.2nA,-0.001mA,------,------,------,------,0.859V,------,004.0nA,005.8nA,9.999nA,-000.2nA,2.592V,-005.9nA,004.8nA,
Max Data,,175.3mV,237.4uA,002.1uA,269.4uA,2.735V,2.864V,2.735V,120.1V,120.2V,003.0,,0.000mA,5.932mR,------,0.797V,------,0.878V,------,021.2nA,426.2nA,9.999nA,000.9nA,2.734V,-003.7nA,005.9nA,

Serial#,Bin# 
2409,1,4.100E-003,8.000E-007,8.000E-007,1.000E-006,2.670E+000,2.799E+000,2.671E+000,1.156E+002,1.157E+002,1.000E-001,4.700E-009,0.000E+000,5.572E-003,0.000E+000,7.840E-001,0.000E+000,8.610E-001,0.000E+000,5.500E-009,7.800E-009,9.999E-009,3.000E-010,2.672E+000,3.800E-009,4.700E-009,
2410,1,4.800E-003,0.000E+000,7.000E-007,1.000E-006,2.680E+000,2.809E+000,2.681E+000,1.157E+002,1.156E+002,1.000E-001,4.800E-009,0.000E+000,5.601E-003,0.000E+000,7.840E-001,0.000E+000,8.610E-001,0.000E+000,5.700E-009,9.700E-009,9.999E-009,0.000E+000,2.681E+000,4.100E-009,4.800E-009,
2411,1,5.900E-003,6.000E-007,9.000E-007,7.000E-007,2.643E+000,2.771E+000,2.642E+000,1.159E+002,1.162E+002,3.000E-001,4.500E-009,0.000E+000,5.600E-003,0.000E+000,7.840E-001,0.000E+000,8.620E-001,0.000E+000,7.800E-009,7.400E-009,9.999E-009,5.000E-010,2.644E+000,3.700E-009,5.000E-009,
2412,1,4.600E-003,9.000E-007,1.100E-006,8.000E-007,2.661E+000,2.789E+000,2.661E+000,1.156E+002,1.156E+002,0.000E+000,4.700E-009,0.000E+000,5.580E-003,0.000E+000,7.850E-001,0.000E+000,8.630E-001,0.000E+000,6.200E-009,8.900E-009,9.999E-009,1.000E-010,2.661E+000,4.100E-009,5.100E-009,
2413,1,3.700E-003,1.000E-006,7.000E-007,1.100E-006,2.584E+000,2.712E+000,2.586E+000,1.172E+002,1.173E+002,1.000E-001,4.400E-009,0.000E+000,5.642E-003,0.000E+000,7.860E-001,0.000E+000,8.650E-001,0.000E+000,1.260E-008,8.300E-009,9.999E-009,3.000E-010,2.586E+000,3.900E-009,4.800E-009,
2414,1,4.000E-003,1.000E-006,7.000E-007,1.000E-006,2.596E+000,2.724E+000,2.596E+000,1.168E+002,1.170E+002,2.000E-001,4.600E-009,0.000E+000,5.606E-003,0.000E+000,7.840E-001,0.000E+000,8.630E-001,0.000E+000,1.350E-008,6.900E-009,9.999E-009,2.000E-010,2.597E+000,4.100E-009,5.500E-009,
2415,1,2.950E-002,1.000E-006,7.000E-007,8.000E-007,2.622E+000,2.748E+000,2.621E+000,1.169E+002,1.170E+002,1.000E-001,4.700E-009,0.000E+000,5.576E-003,0.000E+000,7.860E-001,0.000E+000,8.630E-001,0.000E+000,1.200E-008,8.300E-009,9.999E-009,0.000E+000,2.623E+000,4.200E-009,4.600E-009,
2416,1,6.900E-003,1.200E-006,8.000E-007,9.000E-007,2.584E+000,2.711E+000,2.585E+000,1.175E+002,1.174E+002,1.000E-001,4.900E-009,0.000E+000,5.681E-003,0.000E+000,7.850E-001,0.000E+000,8.630E-001,0.000E+000,6.800E-009,8.600E-009,9.999E-009,4.000E-010,2.585E+000,3.700E-009,5.100E-009,
2417,1,8.400E-003,1.800E-006,6.000E-007,1.000E-006,2.677E+000,2.805E+000,2.677E+000,1.164E+002,1.165E+002,1.000E-001,4.900E-009,0.000E+000,5.608E-003,0.000E+000,7.850E-001,0.000E+000,8.620E-001,0.000E+000,5.000E-009,9.100E-009,9.999E-009,1.000E-010,2.678E+000,4.200E-009,5.000E-009,
2418,1,5.700E-003,7.000E-007,1.300E-006,1.000E-006,2.621E+000,2.748E+000,2.621E+000,1.166E+002,1.165E+002,1.000E-001,4.600E-009,0.000E+000,5.590E-003,0.000E+000,7.850E-001,0.000E+000,8.620E-001,0.000E+000,1.180E-008,6.900E-009,9.999E-009,6.000E-010,2.622E+000,3.800E-009,5.100E-009,
2419,1,1.470E-002,9.000E-007,9.000E-007,1.000E-006,2.694E+000,2.823E+000,2.694E+000,1.143E+002,1.121E+002,2.200E+000,4.800E-009,0.000E+000,5.654E-003,0.000E+000,7.860E-001,0.000E+000,8.640E-001,0.000E+000,4.500E-009,1.030E-008,9.999E-009,1.000E-010,2.694E+000,4.100E-009,5.100E-009,
2420,1,5.300E-003,1.000E-006,1.400E-006,1.000E-006,2.685E+000,2.813E+000,2.685E+000,1.164E+002,1.166E+002,2.000E-001,4.300E-009,0.000E+000,5.668E-003,0.000E+000,7.850E-001,0.000E+000,8.630E-001,0.000E+000,4.200E-009,7.200E-009,9.999E-009,3.000E-010,2.687E+000,3.800E-009,4.700E-009,
2421,1,1.180E-002,9.000E-007,1.200E-006,1.000E-006,2.706E+000,2.834E+000,2.706E+000,1.171E+002,1.171E+002,0.000E+000,4.900E-009,0.000E+000,5.720E-003,0.000E+000,7.850E-001,0.000E+000,8.660E-001,0.000E+000,4.100E-009,7.600E-009,9.999E-009,3.000E-010,2.707E+000,3.900E-009,5.000E-009,
2422,1,7.400E-003,1.200E-006,7.000E-007,9.000E-007,2.707E+000,2.835E+000,2.708E+000,1.170E+002,1.171E+002,1.000E-001,4.500E-009,0.000E+000,5.688E-003,0.000E+000,7.870E-001,0.000E+000,8.640E-001,0.000E+000,4.100E-009,8.100E-009,9.999E-009,2.000E-010,2.708E+000,3.800E-009,4.800E-009,
2423,1,6.500E-003,1.000E-006,4.000E-007,1.000E-006,2.702E+000,2.831E+000,2.703E+000,1.168E+002,1.170E+002,2.000E-001,4.600E-009,0.000E+000,5.764E-003,0.000E+000,7.860E-001,0.000E+000,8.650E-001,0.000E+000,4.500E-009,6.700E-009,9.999E-009,3.000E-010,2.704E+000,3.900E-009,5.400E-009,
2424,1,6.900E-003,8.000E-007,1.100E-006,1.000E-006,2.704E+000,2.833E+000,2.704E+000,1.170E+002,1.172E+002,2.000E-001,4.600E-009,0.000E+000,5.765E-003,0.000E+000,7.860E-001,0.000E+000,8.650E-001,0.000E+000,4.100E-009,8.700E-009,9.999E-009,0.000E+000,2.705E+000,4.100E-009,4.600E-009,
2425,1,4.200E-003,1.700E-006,1.100E-006,8.000E-007,2.649E+000,2.778E+000,2.649E+000,1.172E+002,1.173E+002,1.000E-001,4.700E-009,0.000E+000,5.642E-003,0.000E+000,7.870E-001,0.000E+000,8.660E-001,0.000E+000,4.500E-009,7.300E-009,9.999E-009,3.000E-010,2.650E+000,3.900E-009,5.000E-009,
2426,1,5.800E-003,3.000E-007,1.000E-006,1.000E-006,2.622E+000,2.750E+000,2.622E+000,1.170E+002,1.171E+002,1.000E-001,4.700E-009,0.000E+000,5.678E-003,0.000E+000,7.860E-001,0.000E+000,8.680E-001,0.000E+000,5.400E-009,8.900E-009,9.999E-009,0.000E+000,2.623E+000,4.000E-009,5.000E-009,
2427,1,4.400E-003,8.000E-007,1.000E-006,8.000E-007,2.684E+000,2.814E+000,2.684E+000,1.170E+002,1.173E+002,3.000E-001,4.600E-009,1.000E-006,5.724E-003,0.000E+000,7.880E-001,0.000E+000,8.690E-001,0.000E+000,4.100E-009,7.000E-009,9.999E-009,4.000E-010,2.685E+000,3.800E-009,5.200E-009,
2428,1,4.900E-003,1.000E-006,6.000E-007,9.000E-007,2.681E+000,2.810E+000,2.681E+000,1.175E+002,1.177E+002,2.000E-001,4.600E-009,0.000E+000,5.689E-003,0.000E+000,7.880E-001,0.000E+000,8.690E-001,0.000E+000,4.500E-009,1.060E-008,9.999E-009,0.000E+000,2.682E+000,4.200E-009,5.100E-009,
2429,1,1.320E-002,1.000E-006,9.000E-007,9.000E-007,2.678E+000,2.807E+000,2.678E+000,1.174E+002,1.175E+002,1.000E-001,4.400E-009,0.000E+000,5.709E-003,0.000E+000,7.880E-001,0.000E+000,8.710E-001,0.000E+000,4.000E-009,6.400E-009,9.999E-009,3.000E-010,2.679E+000,3.700E-009,4.900E-009,
2430,1,5.300E-003,1.100E-006,7.000E-007,1.000E-006,2.688E+000,2.817E+000,2.689E+000,1.166E+002,1.167E+002,1.000E-001,5.000E-009,0.000E+000,5.708E-003,0.000E+000,7.880E-001,0.000E+000,8.700E-001,0.000E+000,4.400E-009,7.800E-009,9.999E-009,3.000E-010,2.689E+000,4.000E-009,5.100E-009,
2431,1,6.100E-003,1.000E-006,1.300E-006,1.000E-006,2.607E+000,2.734E+000,2.608E+000,1.173E+002,1.174E+002,1.000E-001,4.300E-009,0.000E+000,5.672E-003,0.000E+000,7.880E-001,0.000E+000,8.690E-001,0.000E+000,5.000E-009,7.900E-009,9.999E-009,4.000E-010,2.608E+000,3.800E-009,5.000E-009,
2432,1,8.700E-003,7.000E-007,1.200E-006,7.000E-007,2.633E+000,2.760E+000,2.633E+000,1.173E+002,1.173E+002,0.000E+000,4.700E-009,0.000E+000,5.680E-003,0.000E+000,7.870E-001,0.000E+000,8.690E-001,0.000E+000,4.600E-009,7.100E-009,9.999E-009,2.000E-010,2.634E+000,4.100E-009,5.100E-009,
2433,1,4.700E-003,7.000E-007,1.200E-006,8.000E-007,2.589E+000,2.716E+000,2.589E+000,1.173E+002,1.176E+002,3.000E-001,4.800E-009,0.000E+000,5.714E-003,0.000E+000,7.870E-001,0.000E+000,8.680E-001,0.000E+000,5.400E-009,9.200E-009,9.999E-009,0.000E+000,2.590E+000,4.200E-009,4.600E-009,
2434,1,4.300E-003,7.000E-007,1.200E-006,7.000E-007,2.594E+000,2.720E+000,2.594E+000,1.174E+002,1.175E+002,1.000E-001,4.600E-009,0.000E+000,5.705E-003,0.000E+000,7.870E-001,0.000E+000,8.680E-001,0.000E+000,5.200E-009,7.200E-009,9.999E-009,4.000E-010,2.595E+000,3.800E-009,5.000E-009,
2435,1,4.400E-003,1.000E-006,8.000E-007,8.000E-007,2.695E+000,2.823E+000,2.694E+000,1.170E+002,1.170E+002,0.000E+000,4.500E-009,0.000E+000,5.716E-003,0.000E+000,7.850E-001,0.000E+000,8.620E-001,0.000E+000,4.500E-009,7.500E-009,9.999E-009,1.000E-010,2.695E+000,4.200E-009,5.000E-009,
2436,1,4.400E-003,9.000E-007,1.100E-006,1.000E-006,2.694E+000,2.823E+000,2.695E+000,1.168E+002,1.168E+002,0.000E+000,4.500E-009,0.000E+000,5.726E-003,0.000E+000,7.860E-001,0.000E+000,8.630E-001,0.000E+000,4.100E-009,6.400E-009,9.999E-009,3.000E-010,2.695E+000,3.600E-009,5.100E-009,
2437,1,5.700E-003,4.000E-007,9.000E-007,9.000E-007,2.671E+000,2.799E+000,2.672E+000,1.174E+002,1.174E+002,0.000E+000,4.900E-009,0.000E+000,5.706E-003,0.000E+000,7.850E-001,0.000E+000,8.620E-001,0.000E+000,5.100E-009,1.000E-008,9.999E-009,0.000E+000,2.672E+000,4.100E-009,4.800E-009,
2438,1,4.100E-003,8.000E-007,8.000E-007,7.000E-007,2.686E+000,2.814E+000,2.686E+000,1.177E+002,1.177E+002,0.000E+000,4.500E-009,0.000E+000,5.776E-003,0.000E+000,7.850E-001,0.000E+000,8.630E-001,0.000E+000,4.200E-009,7.400E-009,9.999E-009,3.000E-010,2.687E+000,3.700E-009,4.700E-009,
2439,1,8.500E-003,1.100E-006,7.000E-007,9.000E-007,2.636E+000,2.765E+000,2.636E+000,1.170E+002,1.173E+002,3.000E-001,4.700E-009,0.000E+000,5.636E-003,0.000E+000,7.870E-001,0.000E+000,8.680E-001,0.000E+000,6.300E-009,9.600E-009,9.999E-009,0.000E+000,2.638E+000,4.200E-009,5.000E-009,
2440,1,2.160E-002,1.000E-006,1.200E-006,9.000E-007,2.652E+000,2.781E+000,2.652E+000,1.173E+002,1.174E+002,1.000E-001,4.400E-009,0.000E+000,5.666E-003,0.000E+000,7.860E-001,0.000E+000,8.640E-001,0.000E+000,5.700E-009,7.200E-009,9.999E-009,2.000E-010,2.653E+000,3.800E-009,4.700E-009,
2441,1,1.280E-002,1.000E-006,9.000E-007,1.100E-006,2.620E+000,2.748E+000,2.619E+000,1.174E+002,1.175E+002,1.000E-001,4.900E-009,0.000E+000,5.657E-003,0.000E+000,7.860E-001,0.000E+000,8.660E-001,0.000E+000,9.400E-009,8.300E-009,9.999E-009,2.000E-010,2.622E+000,3.900E-009,5.200E-009,
2442,1,5.700E-003,1.000E-006,1.200E-006,9.000E-007,2.633E+000,2.761E+000,2.633E+000,1.169E+002,1.173E+002,4.000E-001,4.400E-009,0.000E+000,5.665E-003,0.000E+000,7.870E-001,0.000E+000,8.670E-001,0.000E+000,5.900E-009,8.600E-009,9.999E-009,3.000E-010,2.634E+000,3.900E-009,4.900E-009,
2443,1,4.900E-003,8.000E-007,8.000E-007,9.000E-007,2.673E+000,2.802E+000,2.674E+000,1.174E+002,1.174E+002,0.000E+000,4.700E-009,0.000E+000,5.714E-003,0.000E+000,7.850E-001,0.000E+000,8.640E-001,0.000E+000,4.900E-009,6.800E-009,9.999E-009,1.000E-010,2.674E+000,3.900E-009,5.100E-009,
2444,1,7.500E-003,7.000E-007,6.000E-007,1.000E-006,2.654E+000,2.782E+000,2.655E+000,1.173E+002,1.174E+002,1.000E-001,4.700E-009,0.000E+000,5.648E-003,0.000E+000,7.870E-001,0.000E+000,8.650E-001,0.000E+000,5.500E-009,8.700E-009,9.999E-009,1.000E-010,2.656E+000,3.800E-009,4.500E-009,
2445,1,5.200E-003,9.000E-007,1.000E-006,9.000E-007,2.629E+000,2.758E+000,2.628E+000,1.170E+002,1.173E+002,3.000E-001,4.800E-009,0.000E+000,5.646E-003,0.000E+000,7.860E-001,0.000E+000,8.660E-001,0.000E+000,4.400E-009,6.100E-009,9.999E-009,4.000E-010,2.629E+000,3.900E-009,5.100E-009,
2446,1,4.500E-003,8.000E-007,1.200E-006,9.000E-007,2.623E+000,2.751E+000,2.622E+000,1.167E+002,1.169E+002,2.000E-001,4.600E-009,0.000E+000,5.677E-003,0.000E+000,7.860E-001,0.000E+000,8.680E-001,0.000E+000,4.200E-009,9.400E-009,9.999E-009,0.000E+000,2.624E+000,4.200E-009,4.800E-009,
2447,1,4.900E-003,6.000E-007,1.200E-006,1.000E-006,2.631E+000,2.759E+000,2.631E+000,1.185E+002,1.187E+002,2.000E-001,4.900E-009,0.000E+000,5.760E-003,0.000E+000,7.880E-001,0.000E+000,8.690E-001,0.000E+000,4.200E-009,7.600E-009,9.999E-009,3.000E-010,2.632E+000,3.800E-009,4.900E-009,
2448,1,3.900E-003,1.000E-006,5.000E-007,7.000E-007,2.623E+000,2.751E+000,2.623E+000,1.186E+002,1.184E+002,2.000E-001,4.600E-009,0.000E+000,5.742E-003,0.000E+000,7.890E-001,0.000E+000,8.670E-001,0.000E+000,4.600E-009,8.900E-009,9.999E-009,0.000E+000,2.624E+000,4.400E-009,5.000E-009,
2449,1,4.500E-003,1.200E-006,7.000E-007,9.000E-007,2.643E+000,2.770E+000,2.643E+000,1.187E+002,1.188E+002,1.000E-001,4.700E-009,1.000E-006,5.773E-003,0.000E+000,7.870E-001,0.000E+000,8.690E-001,0.000E+000,4.200E-009,8.800E-009,9.999E-009,0.000E+000,2.645E+000,3.900E-009,4.600E-009,
2450,1,4.500E-003,8.000E-007,1.000E-006,1.000E-006,2.636E+000,2.765E+000,2.637E+000,1.187E+002,1.187E+002,0.000E+000,4.800E-009,0.000E+000,5.764E-003,0.000E+000,7.860E-001,0.000E+000,8.650E-001,0.000E+000,4.400E-009,6.000E-009,9.999E-009,3.000E-010,2.639E+000,3.700E-009,5.100E-009,
2451,1,1.050E-002,9.000E-007,7.000E-007,1.000E-006,2.652E+000,2.780E+000,2.652E+000,1.178E+002,1.178E+002,0.000E+000,4.500E-009,0.000E+000,5.766E-003,0.000E+000,7.870E-001,0.000E+000,8.680E-001,0.000E+000,4.400E-009,8.800E-009,9.999E-009,0.000E+000,2.654E+000,4.200E-009,5.000E-009,
2452,1,4.900E-003,7.000E-007,1.000E-006,8.000E-007,2.653E+000,2.781E+000,2.654E+000,1.184E+002,1.185E+002,1.000E-001,4.700E-009,0.000E+000,5.784E-003,0.000E+000,7.870E-001,0.000E+000,8.670E-001,0.000E+000,4.000E-009,8.600E-009,9.999E-009,3.000E-010,2.655E+000,3.700E-009,4.900E-009,
2453,1,4.300E-003,1.600E-006,1.000E-006,1.100E-006,2.611E+000,2.739E+000,2.611E+000,1.185E+002,1.184E+002,1.000E-001,4.800E-009,0.000E+000,5.730E-003,0.000E+000,7.860E-001,0.000E+000,8.660E-001,0.000E+000,6.600E-009,7.500E-009,9.999E-009,0.000E+000,2.612E+000,4.000E-009,5.000E-009,
2454,1,4.900E-003,1.400E-006,1.200E-006,8.000E-007,2.612E+000,2.739E+000,2.612E+000,1.179E+002,1.180E+002,1.000E-001,4.600E-009,0.000E+000,5.724E-003,0.000E+000,7.870E-001,0.000E+000,8.670E-001,0.000E+000,4.600E-009,6.900E-009,9.999E-009,2.000E-010,2.613E+000,3.800E-009,5.100E-009,
2455,1,1.100E-002,4.000E-007,1.100E-006,1.000E-006,2.624E+000,2.751E+000,2.623E+000,1.180E+002,1.179E+002,1.000E-001,4.900E-009,0.000E+000,5.684E-003,0.000E+000,7.860E-001,0.000E+000,8.650E-001,0.000E+000,7.700E-009,9.700E-009,9.999E-009,0.000E+000,2.625E+000,4.000E-009,4.900E-009,
2456,1,5.900E-003,4.000E-007,1.200E-006,9.000E-007,2.619E+000,2.747E+000,2.620E+000,1.180E+002,1.179E+002,1.000E-001,4.500E-009,0.000E+000,5.716E-003,0.000E+000,7.860E-001,0.000E+000,8.650E-001,0.000E+000,7.700E-009,7.300E-009,9.999E-009,6.000E-010,2.620E+000,3.800E-009,5.100E-009,
2457,1,6.900E-003,7.000E-007,7.000E-007,8.000E-007,2.628E+000,2.756E+000,2.629E+000,1.178E+002,1.179E+002,1.000E-001,4.900E-009,0.000E+000,5.688E-003,0.000E+000,7.860E-001,0.000E+000,8.660E-001,0.000E+000,5.600E-009,5.850E-008,9.999E-009,0.000E+000,2.629E+000,4.200E-009,4.900E-009,
2458,1,5.700E-003,9.000E-007,7.000E-007,8.000E-007,2.627E+000,2.755E+000,2.628E+000,1.177E+002,1.180E+002,3.000E-001,4.400E-009,0.000E+000,5.720E-003,0.000E+000,7.860E-001,0.000E+000,8.650E-001,0.000E+000,6.800E-009,6.600E-009,9.999E-009,4.000E-010,2.627E+000,3.600E-009,4.800E-009,
2459,1,1.830E-002,1.100E-006,6.000E-007,9.000E-007,2.619E+000,2.747E+000,2.619E+000,1.182E+002,1.182E+002,0.000E+000,4.800E-009,0.000E+000,5.733E-003,0.000E+000,7.860E-001,0.000E+000,8.670E-001,0.000E+000,5.000E-009,9.000E-009,9.999E-009,1.000E-010,2.620E+000,4.200E-009,5.100E-009,
2460,1,5.700E-003,1.100E-006,1.800E-006,9.000E-007,2.623E+000,2.752E+000,2.623E+000,1.178E+002,1.180E+002,2.000E-001,4.300E-009,0.000E+000,5.720E-003,0.000E+000,7.860E-001,0.000E+000,8.660E-001,0.000E+000,4.700E-009,7.400E-009,9.999E-009,2.000E-010,2.625E+000,3.700E-009,4.700E-009,
2461,1,5.600E-003,8.000E-007,1.300E-006,1.100E-006,2.616E+000,2.744E+000,2.616E+000,1.161E+002,1.163E+002,2.000E-001,4.900E-009,0.000E+000,5.734E-003,0.000E+000,7.860E-001,0.000E+000,8.660E-001,0.000E+000,4.200E-009,7.600E-009,9.999E-009,1.000E-010,2.617E+000,3.900E-009,5.000E-009,
2462,1,5.000E-003,1.000E-006,1.300E-006,9.000E-007,2.617E+000,2.745E+000,2.617E+000,1.183E+002,1.184E+002,1.000E-001,4.200E-009,0.000E+000,5.782E-003,0.000E+000,7.860E-001,0.000E+000,8.660E-001,0.000E+000,4.200E-009,7.600E-009,9.999E-009,3.000E-010,2.617E+000,3.900E-009,4.700E-009,
2463,1,1.330E-002,1.000E-006,1.400E-006,1.000E-006,2.708E+000,2.838E+000,2.708E+000,1.174E+002,1.174E+002,0.000E+000,4.900E-009,0.000E+000,5.750E-003,0.000E+000,7.870E-001,0.000E+000,8.650E-001,0.000E+000,4.700E-009,8.700E-009,9.999E-009,2.000E-010,2.709E+000,3.700E-009,5.000E-009,
2464,1,6.900E-003,1.200E-006,1.100E-006,8.000E-007,2.701E+000,2.829E+000,2.702E+000,1.172E+002,1.173E+002,1.000E-001,4.200E-009,0.000E+000,5.756E-003,0.000E+000,7.860E-001,0.000E+000,8.660E-001,0.000E+000,4.400E-009,7.900E-009,9.999E-009,3.000E-010,2.702E+000,3.900E-009,4.900E-009,
2465,1,5.500E-003,8.000E-007,7.000E-007,1.300E-006,2.690E+000,2.819E+000,2.690E+000,1.174E+002,1.173E+002,1.000E-001,4.700E-009,0.000E+000,5.730E-003,0.000E+000,7.840E-001,0.000E+000,8.640E-001,0.000E+000,4.700E-009,7.100E-009,9.999E-009,1.000E-010,2.691E+000,4.000E-009,5.000E-009,
2466,1,4.300E-003,7.000E-007,9.000E-007,7.000E-007,2.700E+000,2.829E+000,2.701E+000,1.174E+002,1.174E+002,0.000E+000,4.300E-009,0.000E+000,5.758E-003,0.000E+000,7.870E-001,0.000E+000,8.650E-001,0.000E+000,4.500E-009,7.400E-009,9.999E-009,3.000E-010,2.702E+000,3.900E-009,4.700E-009,
2467,1,1.300E-002,8.000E-007,5.000E-007,9.000E-007,2.672E+000,2.800E+000,2.673E+000,1.168E+002,1.170E+002,2.000E-001,4.900E-009,0.000E+000,5.670E-003,0.000E+000,7.840E-001,0.000E+000,8.650E-001,0.000E+000,5.200E-009,7.200E-009,9.999E-009,2.000E-010,2.673E+000,4.000E-009,5.100E-009,
2468,1,7.200E-003,9.000E-007,7.000E-007,8.000E-007,2.683E+000,2.811E+000,2.682E+000,1.170E+002,1.170E+002,0.000E+000,4.700E-009,0.000E+000,5.706E-003,0.000E+000,7.860E-001,0.000E+000,8.630E-001,0.000E+000,4.700E-009,8.200E-009,9.999E-009,2.000E-010,2.683E+000,3.900E-009,4.700E-009,
2469,1,1.010E-002,8.000E-007,1.000E-006,8.000E-007,2.656E+000,2.785E+000,2.655E+000,1.171E+002,1.172E+002,1.000E-001,4.600E-009,0.000E+000,5.674E-003,0.000E+000,7.850E-001,0.000E+000,8.650E-001,0.000E+000,4.700E-009,6.600E-009,9.999E-009,3.000E-010,2.656E+000,3.900E-009,5.300E-009,
2470,1,5.500E-003,1.200E-006,8.000E-007,9.000E-007,2.659E+000,2.787E+000,2.660E+000,1.170E+002,1.170E+002,0.000E+000,4.700E-009,0.000E+000,5.689E-003,0.000E+000,7.860E-001,0.000E+000,8.640E-001,0.000E+000,4.700E-009,8.400E-009,9.999E-009,0.000E+000,2.660E+000,3.800E-009,4.600E-009,
2471,1,6.100E-003,8.000E-007,8.000E-007,8.000E-007,2.669E+000,2.798E+000,2.669E+000,1.179E+002,1.181E+002,2.000E-001,4.800E-009,0.000E+000,5.736E-003,0.000E+000,7.860E-001,0.000E+000,8.690E-001,0.000E+000,4.200E-009,6.800E-009,9.999E-009,4.000E-010,2.669E+000,3.800E-009,5.300E-009,
2472,1,5.700E-003,7.000E-007,1.100E-006,9.000E-007,2.661E+000,2.790E+000,2.662E+000,1.175E+002,1.176E+002,1.000E-001,4.600E-009,0.000E+000,5.685E-003,0.000E+000,7.860E-001,0.000E+000,8.670E-001,0.000E+000,4.300E-009,7.800E-009,9.999E-009,0.000E+000,2.662E+000,4.100E-009,4.700E-009,
2473,1,5.000E-003,6.000E-007,1.100E-006,8.000E-007,2.630E+000,2.757E+000,2.630E+000,1.168E+002,1.168E+002,0.000E+000,4.700E-009,1.000E-006,5.557E-003,0.000E+000,7.830E-001,0.000E+000,8.610E-001,0.000E+000,5.300E-009,7.200E-009,9.999E-009,3.000E-010,2.631E+000,3.800E-009,5.200E-009,
2474,1,6.100E-003,1.700E-006,1.100E-006,7.000E-007,2.640E+000,2.768E+000,2.640E+000,1.166E+002,1.166E+002,0.000E+000,4.600E-009,0.000E+000,5.626E-003,0.000E+000,7.830E-001,0.000E+000,8.620E-001,0.000E+000,5.400E-009,8.900E-009,9.999E-009,0.000E+000,2.642E+000,4.100E-009,5.000E-009,
2475,1,4.300E-003,1.600E-006,1.200E-006,8.000E-007,2.599E+000,2.725E+000,2.600E+000,1.173E+002,1.176E+002,3.000E-001,4.900E-009,0.000E+000,5.673E-003,0.000E+000,7.840E-001,0.000E+000,8.600E-001,0.000E+000,5.000E-009,7.400E-009,9.999E-009,3.000E-010,2.601E+000,3.700E-009,4.800E-009,
2476,1,6.200E-003,1.100E-006,8.000E-007,5.000E-007,2.615E+000,2.741E+000,2.615E+000,1.170E+002,1.170E+002,0.000E+000,4.500E-009,0.000E+000,5.662E-003,0.000E+000,7.830E-001,0.000E+000,8.620E-001,0.000E+000,5.600E-009,9.200E-009,9.999E-009,0.000E+000,2.615E+000,4.100E-009,4.800E-009,
2477,1,6.700E-003,1.800E-006,1.100E-006,9.000E-007,2.593E+000,2.720E+000,2.593E+000,1.183E+002,1.183E+002,0.000E+000,4.700E-009,0.000E+000,5.738E-003,0.000E+000,7.840E-001,0.000E+000,8.640E-001,0.000E+000,4.000E-009,7.200E-009,9.999E-009,3.000E-010,2.594E+000,3.800E-009,4.800E-009,
2478,1,4.300E-003,9.000E-007,8.000E-007,1.000E-006,2.597E+000,2.724E+000,2.598E+000,1.178E+002,1.179E+002,1.000E-001,4.800E-009,0.000E+000,5.734E-003,0.000E+000,7.830E-001,0.000E+000,8.610E-001,0.000E+000,5.000E-009,8.600E-009,9.999E-009,0.000E+000,2.598E+000,4.200E-009,4.800E-009,
2479,1,4.100E-003,8.000E-007,8.000E-007,9.000E-007,2.607E+000,2.736E+000,2.608E+000,1.157E+002,1.160E+002,3.000E-001,4.500E-009,1.000E-006,5.740E-003,0.000E+000,7.840E-001,0.000E+000,8.650E-001,0.000E+000,4.200E-009,6.400E-009,9.999E-009,3.000E-010,2.608E+000,3.700E-009,5.000E-009,
2480,1,4.300E-003,6.000E-007,8.000E-007,1.000E-006,2.599E+000,2.726E+000,2.600E+000,1.180E+002,1.182E+002,2.000E-001,4.900E-009,0.000E+000,5.756E-003,0.000E+000,7.830E-001,0.000E+000,8.600E-001,0.000E+000,4.500E-009,1.030E-008,9.999E-009,1.000E-010,2.600E+000,4.000E-009,4.700E-009,
2481,1,5.500E-003,4.000E-007,1.000E-006,1.000E-006,2.652E+000,2.781E+000,2.652E+000,1.170E+002,1.171E+002,1.000E-001,4.600E-009,0.000E+000,5.620E-003,0.000E+000,7.870E-001,0.000E+000,8.700E-001,0.000E+000,3.900E-009,6.500E-009,9.999E-009,3.000E-010,2.654E+000,3.800E-009,5.200E-009,
2482,1,5.000E-003,8.000E-007,8.000E-007,7.000E-007,2.590E+000,2.716E+000,2.590E+000,1.184E+002,1.184E+002,0.000E+000,4.800E-009,0.000E+000,5.737E-003,0.000E+000,7.830E-001,0.000E+000,8.600E-001,0.000E+000,4.400E-009,8.800E-009,9.999E-009,1.000E-010,2.590E+000,4.200E-009,4.900E-009,
